suburb,postcode,suburb_postcode,state_long,zone
Magill,5072,MAGILL 5072,South Australia,Adelaide
Magill North,5072,MAGILL NORTH 5072,South Australia,Adelaide
Magill South,5072,MAGILL SOUTH 5072,South Australia,Adelaide
Rosslyn Park,5072,ROSSLYN PARK 5072,South Australia,Adelaide
Skye,5072,SKYE 5072,South Australia,Adelaide
Teringie,5072,TERINGIE 5072,South Australia,Adelaide
Woodforde,5072,WOODFORDE 5072,South Australia,Adelaide
Hectorville,5073,HECTORVILLE 5073,South Australia,Adelaide
Rostrevor,5073,ROSTREVOR 5073,South Australia,Adelaide
Tranmere,5073,TRANMERE 5073,South Australia,Adelaide
Tranmere North,5073,TRANMERE NORTH 5073,South Australia,Adelaide
Campbelltown,5074,CAMPBELLTOWN 5074,South Australia,Adelaide
Newton,5074,NEWTON 5074,South Australia,Adelaide
Dernancourt,5075,DERNANCOURT 5075,South Australia,Adelaide
Paradise,5075,PARADISE 5075,South Australia,Adelaide
Athelstone,5076,ATHELSTONE 5076,South Australia,Adelaide
Collinswood,5081,COLLINSWOOD 5081,South Australia,Adelaide
Gilberton,5081,GILBERTON 5081,South Australia,Adelaide
Medindie,5081,MEDINDIE 5081,South Australia,Adelaide
Medindie Gardens,5081,MEDINDIE GARDENS 5081,South Australia,Adelaide
Vale Park,5081,VALE PARK 5081,South Australia,Adelaide
Walkerville,5081,WALKERVILLE 5081,South Australia,Adelaide
Fitzroy,5082,FITZROY 5082,South Australia,Adelaide
Ovingham,5082,OVINGHAM 5082,South Australia,Adelaide
Prospect,5082,PROSPECT 5082,South Australia,Adelaide
Prospect East,5082,PROSPECT EAST 5082,South Australia,Adelaide
Thorngate,5082,THORNGATE 5082,South Australia,Adelaide
Broadview,5083,BROADVIEW 5083,South Australia,Adelaide
Nailsworth,5083,NAILSWORTH 5083,South Australia,Adelaide
Sefton Park,5083,SEFTON PARK 5083,South Australia,Adelaide
Blair Athol,5084,BLAIR ATHOL 5084,South Australia,Adelaide
Kilburn,5084,KILBURN 5084,South Australia,Adelaide
Kilburn North,5084,KILBURN NORTH 5084,South Australia,Adelaide
Clearview,5085,CLEARVIEW 5085,South Australia,Adelaide
Enfield,5085,ENFIELD 5085,South Australia,Adelaide
Enfield Plaza,5085,ENFIELD PLAZA 5085,South Australia,Adelaide
Northfield,5085,NORTHFIELD 5085,South Australia,Adelaide
Northgate,5085,NORTHGATE 5085,South Australia,Adelaide
Gilles Plains,5086,GILLES PLAINS 5086,South Australia,Adelaide
Greenacres,5086,GREENACRES 5086,South Australia,Adelaide
Hampstead Gardens,5086,HAMPSTEAD GARDENS 5086,South Australia,Adelaide
Hillcrest,5086,HILLCREST 5086,South Australia,Adelaide
Manningham,5086,MANNINGHAM 5086,South Australia,Adelaide
Oakden,5086,OAKDEN 5086,South Australia,Adelaide
Klemzig,5087,KLEMZIG 5087,South Australia,Adelaide
Windsor Gardens,5087,WINDSOR GARDENS 5087,South Australia,Adelaide
Holden Hill,5088,HOLDEN HILL 5088,South Australia,Adelaide
Highbury,5089,HIGHBURY 5089,South Australia,Adelaide
Hope Valley,5090,HOPE VALLEY 5090,South Australia,Adelaide
Banksia Park,5091,BANKSIA PARK 5091,South Australia,Adelaide
Tea Tree Gully,5091,TEA TREE GULLY 5091,South Australia,Adelaide
Vista,5091,VISTA 5091,South Australia,Adelaide
Modbury,5092,MODBURY 5092,South Australia,Adelaide
Modbury Heights,5092,MODBURY HEIGHTS 5092,South Australia,Adelaide
Modbury North,5092,MODBURY NORTH 5092,South Australia,Adelaide
Modbury North DC,5092,MODBURY NORTH DC 5092,South Australia,Adelaide
Para Vista,5093,PARA VISTA 5093,South Australia,Adelaide
Valley View,5093,VALLEY VIEW 5093,South Australia,Adelaide
Cavan,5094,CAVAN 5094,South Australia,Adelaide
Dry Creek,5094,DRY CREEK 5094,South Australia,Adelaide
Gepps Cross,5094,GEPPS CROSS 5094,South Australia,Adelaide
Mawson Lakes,5095,MAWSON LAKES 5095,South Australia,Adelaide
Pooraka,5095,POORAKA 5095,South Australia,Adelaide
The Levels,5095,THE LEVELS 5095,South Australia,Adelaide
Gulfview Heights,5096,GULFVIEW HEIGHTS 5096,South Australia,Adelaide
Para Hills,5096,PARA HILLS 5096,South Australia,Adelaide
Para Hills West,5096,PARA HILLS WEST 5096,South Australia,Adelaide
Redwood Park,5097,REDWOOD PARK 5097,South Australia,Adelaide
Ridgehaven,5097,RIDGEHAVEN 5097,South Australia,Adelaide
St Agnes,5097,ST AGNES 5097,South Australia,Adelaide
Ingle Farm,5098,INGLE FARM 5098,South Australia,Adelaide
Walkley Heights,5098,WALKLEY HEIGHTS 5098,South Australia,Adelaide
Parafield,5106,PARAFIELD 5106,South Australia,Adelaide
Salisbury South,5106,SALISBURY SOUTH 5106,South Australia,Adelaide
Salisbury South BC,5106,SALISBURY SOUTH BC 5106,South Australia,Adelaide
Salisbury South DC,5106,SALISBURY SOUTH DC 5106,South Australia,Adelaide
Green Fields,5107,GREEN FIELDS 5107,South Australia,Adelaide
Parafield Gardens,5107,PARAFIELD GARDENS 5107,South Australia,Adelaide
Paralowie,5108,PARALOWIE 5108,South Australia,Adelaide
Salisbury,5108,SALISBURY 5108,South Australia,Adelaide
Salisbury Downs,5108,SALISBURY DOWNS 5108,South Australia,Adelaide
Salisbury North,5108,SALISBURY NORTH 5108,South Australia,Adelaide
Salisbury North Whites Road,5108,SALISBURY NORTH WHITES ROAD 5108,South Australia,Adelaide
Brahma Lodge,5109,BRAHMA LODGE 5109,South Australia,Adelaide
Salisbury East,5109,SALISBURY EAST 5109,South Australia,Adelaide
Salisbury East Northbri Ave,5109,SALISBURY EAST NORTHBRI AVE 5109,South Australia,Adelaide
Salisbury Heights,5109,SALISBURY HEIGHTS 5109,South Australia,Adelaide
Salisbury Park,5109,SALISBURY PARK 5109,South Australia,Adelaide
Salisbury Plain,5109,SALISBURY PLAIN 5109,South Australia,Adelaide
Bolivar,5110,BOLIVAR 5110,South Australia,Adelaide
Burton,5110,BURTON 5110,South Australia,Adelaide
Direk,5110,DIREK 5110,South Australia,Adelaide
Globe Derby Park,5110,GLOBE DERBY PARK 5110,South Australia,Adelaide
St Kilda,5110,ST KILDA 5110,South Australia,Adelaide
Waterloo Corner,5110,WATERLOO CORNER 5110,South Australia,Adelaide
Edinburgh,5111,EDINBURGH 5111,South Australia,Adelaide
Edinburgh Raaf,5111,EDINBURGH RAAF 5111,South Australia,Adelaide
Elizabeth,5112,ELIZABETH 5112,South Australia,Adelaide
Elizabeth East,5112,ELIZABETH EAST 5112,South Australia,Adelaide
Elizabeth Grove,5112,ELIZABETH GROVE 5112,South Australia,Adelaide
Elizabeth South,5112,ELIZABETH SOUTH 5112,South Australia,Adelaide
Elizabeth Vale,5112,ELIZABETH VALE 5112,South Australia,Adelaide
Hillbank,5112,HILLBANK 5112,South Australia,Adelaide
Davoren Park,5113,DAVOREN PARK 5113,South Australia,Adelaide
Davoren Park South,5113,DAVOREN PARK SOUTH 5113,South Australia,Adelaide
Edinburgh North,5113,EDINBURGH NORTH 5113,South Australia,Adelaide
Elizabeth Downs,5113,ELIZABETH DOWNS 5113,South Australia,Adelaide
Elizabeth North,5113,ELIZABETH NORTH 5113,South Australia,Adelaide
Elizabeth Park,5113,ELIZABETH PARK 5113,South Australia,Adelaide
Elizabeth West,5113,ELIZABETH WEST 5113,South Australia,Adelaide
Elizabeth West DC,5113,ELIZABETH WEST DC 5113,South Australia,Adelaide
Andrews Farm,5114,ANDREWS FARM 5114,South Australia,Adelaide
Blakeview,5114,BLAKEVIEW 5114,South Australia,Adelaide
Craigmore,5114,CRAIGMORE 5114,South Australia,Adelaide
Gould Creek,5114,GOULD CREEK 5114,South Australia,Adelaide
One Tree Hill,5114,ONE TREE HILL 5114,South Australia,Adelaide
Smithfield,5114,SMITHFIELD 5114,South Australia,Adelaide
Smithfield Plains,5114,SMITHFIELD PLAINS 5114,South Australia,Adelaide
Smithfield West,5114,SMITHFIELD WEST 5114,South Australia,Adelaide
Uleybury,5114,ULEYBURY 5114,South Australia,Adelaide
Yattalunga,5114,YATTALUNGA 5114,South Australia,Adelaide
Kudla,5115,KUDLA 5115,South Australia,Adelaide
Munno Para,5115,MUNNO PARA 5115,South Australia,Adelaide
Munno Para Downs,5115,MUNNO PARA DOWNS 5115,South Australia,Adelaide
Munno Para West,5115,MUNNO PARA WEST 5115,South Australia,Adelaide
Evanston,5116,EVANSTON 5116,South Australia,Adelaide
Evanston Gardens,5116,EVANSTON GARDENS 5116,South Australia,Adelaide
Evanston Park,5116,EVANSTON PARK 5116,South Australia,Adelaide
Evanston South,5116,EVANSTON SOUTH 5116,South Australia,Adelaide
Hillier,5116,HILLIER 5116,South Australia,Adelaide
Angle Vale,5117,ANGLE VALE 5117,South Australia,Adelaide
Bibaringa,5118,BIBARINGA 5118,South Australia,Adelaide
Buchfelde,5118,BUCHFELDE 5118,South Australia,Adelaide
Concordia,5118,CONCORDIA 5118,South Australia,Adelaide
Gawler,5118,GAWLER 5118,South Australia,Adelaide
Gawler Belt,5118,GAWLER BELT 5118,South Australia,Adelaide
Gawler East,5118,GAWLER EAST 5118,South Australia,Adelaide
Gawler South,5118,GAWLER SOUTH 5118,South Australia,Adelaide
Gawler West,5118,GAWLER WEST 5118,South Australia,Adelaide
Hewett,5118,HEWETT 5118,South Australia,Adelaide
Kalbeeba,5118,KALBEEBA 5118,South Australia,Adelaide
Kingsford,5118,KINGSFORD 5118,South Australia,Adelaide
Reid,5118,REID 5118,South Australia,Adelaide
Willaston,5118,WILLASTON 5118,South Australia,Adelaide
Buckland Park,5120,BUCKLAND PARK 5120,South Australia,Adelaide
Virginia,5120,VIRGINIA 5120,South Australia,Adelaide
Macdonald Park,5121,MACDONALD PARK 5121,South Australia,Adelaide
Penfield,5121,PENFIELD 5121,South Australia,Adelaide
Penfield Gardens,5121,PENFIELD GARDENS 5121,South Australia,Adelaide
Golden Grove,5125,GOLDEN GROVE 5125,South Australia,Adelaide
Golden Grove Village,5125,GOLDEN GROVE VILLAGE 5125,South Australia,Adelaide
Greenwith,5125,GREENWITH 5125,South Australia,Adelaide
Fairview Park,5126,FAIRVIEW PARK 5126,South Australia,Adelaide
Surrey Downs,5126,SURREY DOWNS 5126,South Australia,Adelaide
Yatala Vale,5126,YATALA VALE 5126,South Australia,Adelaide
Wynn Vale,5127,WYNN VALE 5127,South Australia,Adelaide
Uraidla,5142,URAIDLA 5142,South Australia,Adelaide
Piccadilly,5151,PICCADILLY 5151,South Australia,Adelaide
Crafers,5152,CRAFERS 5152,South Australia,Adelaide
Crafers West,5152,CRAFERS WEST 5152,South Australia,Adelaide
Stirling,5152,STIRLING 5152,South Australia,Adelaide
Echunga,5153,ECHUNGA 5153,South Australia,Adelaide
Flaxley,5153,FLAXLEY 5153,South Australia,Adelaide
Aldgate,5154,ALDGATE 5154,South Australia,Adelaide
Bridgewater,5155,BRIDGEWATER 5155,South Australia,Adelaide
Mount George,5155,MOUNT GEORGE 5155,South Australia,Adelaide
Hallett Cove,5158,HALLETT COVE 5158,South Australia,Adelaide
O'Halloran Hill,5158,O'HALLORAN HILL 5158,South Australia,Adelaide
O'Halloran Hill DC,5158,O'HALLORAN HILL DC 5158,South Australia,Adelaide
Sheidow Park,5158,SHEIDOW PARK 5158,South Australia,Adelaide
Trott Park,5158,TROTT PARK 5158,South Australia,Adelaide
Aberfoyle Park,5159,ABERFOYLE PARK 5159,South Australia,Adelaide
Chandlers Hill,5159,CHANDLERS HILL 5159,South Australia,Adelaide
Flagstaff Hill,5159,FLAGSTAFF HILL 5159,South Australia,Adelaide
Happy Valley,5159,HAPPY VALLEY 5159,South Australia,Adelaide
Lonsdale,5160,LONSDALE 5160,South Australia,Adelaide
Lonsdale DC,5160,LONSDALE DC 5160,South Australia,Adelaide
Old Reynella,5161,OLD REYNELLA 5161,South Australia,Adelaide
Reynella,5161,REYNELLA 5161,South Australia,Adelaide
Reynella East,5161,REYNELLA EAST 5161,South Australia,Adelaide
Morphett Vale,5162,MORPHETT VALE 5162,South Australia,Adelaide
Woodcroft,5162,WOODCROFT 5162,South Australia,Adelaide
Hackham,5163,HACKHAM 5163,South Australia,Adelaide
Hackham West,5163,HACKHAM WEST 5163,South Australia,Adelaide
Huntfield Heights,5163,HUNTFIELD HEIGHTS 5163,South Australia,Adelaide
Onkaparinga Hills,5163,ONKAPARINGA HILLS 5163,South Australia,Adelaide
Christie Downs,5164,CHRISTIE DOWNS 5164,South Australia,Adelaide
Christies Beach,5165,CHRISTIES BEACH 5165,South Australia,Adelaide
Christies Beach North,5165,CHRISTIES BEACH NORTH 5165,South Australia,Adelaide
O'Sullivan Beach,5166,O'SULLIVAN BEACH 5166,South Australia,Adelaide
Port Noarlunga,5167,PORT NOARLUNGA 5167,South Australia,Adelaide
Port Noarlunga South,5167,PORT NOARLUNGA SOUTH 5167,South Australia,Adelaide
Noarlunga Centre,5168,NOARLUNGA CENTRE 5168,South Australia,Adelaide
Noarlunga Downs,5168,NOARLUNGA DOWNS 5168,South Australia,Adelaide
Old Noarlunga,5168,OLD NOARLUNGA 5168,South Australia,Adelaide
Moana,5169,MOANA 5169,South Australia,Adelaide
Seaford,5169,SEAFORD 5169,South Australia,Adelaide
Seaford Heights,5169,SEAFORD HEIGHTS 5169,South Australia,Adelaide
Seaford Meadows,5169,SEAFORD MEADOWS 5169,South Australia,Adelaide
Seaford Rise,5169,SEAFORD RISE 5169,South Australia,Adelaide
Maslin Beach,5170,MASLIN BEACH 5170,South Australia,Adelaide
Blewitt Springs,5171,BLEWITT SPRINGS 5171,South Australia,Adelaide
Mclaren Flat,5171,MCLAREN FLAT 5171,South Australia,Adelaide
Mclaren Vale,5171,MCLAREN VALE 5171,South Australia,Adelaide
Pedler Creek,5171,PEDLER CREEK 5171,South Australia,Adelaide
Tatachilla,5171,TATACHILLA 5171,South Australia,Adelaide
Whites Valley,5172,WHITES VALLEY 5172,South Australia,Adelaide
Willunga,5172,WILLUNGA 5172,South Australia,Adelaide
Willunga Hill,5172,WILLUNGA HILL 5172,South Australia,Adelaide
Willunga South,5172,WILLUNGA SOUTH 5172,South Australia,Adelaide
Aldinga,5173,ALDINGA 5173,South Australia,Adelaide
Aldinga Beach,5173,ALDINGA BEACH 5173,South Australia,Adelaide
Port Willunga,5173,PORT WILLUNGA 5173,South Australia,Adelaide
Sellicks Beach,5174,SELLICKS BEACH 5174,South Australia,Adelaide
Sellicks Hill,5174,SELLICKS HILL 5174,South Australia,Adelaide
Hindmarsh Valley,5211,HINDMARSH VALLEY 5211,South Australia,Adelaide
Mount Jagged,5211,MOUNT JAGGED 5211,South Australia,Adelaide
Currency Creek,5214,CURRENCY CREEK 5214,South Australia,Adelaide
Balhannah,5242,BALHANNAH 5242,South Australia,Adelaide
Oakbank,5243,OAKBANK 5243,South Australia,Adelaide
Inverbrackie,5244,INVERBRACKIE 5244,South Australia,Adelaide
Woodside,5244,WOODSIDE 5244,South Australia,Adelaide
Hahndorf,5245,HAHNDORF 5245,South Australia,Adelaide
Paechtown,5245,PAECHTOWN 5245,South Australia,Adelaide
Verdun,5245,VERDUN 5245,South Australia,Adelaide
Blakiston,5250,BLAKISTON 5250,South Australia,Adelaide
Littlehampton,5250,LITTLEHAMPTON 5250,South Australia,Adelaide
Totness,5250,TOTNESS 5250,South Australia,Adelaide
Mount Barker,5251,MOUNT BARKER 5251,South Australia,Adelaide
Mount Barker Junction,5251,MOUNT BARKER JUNCTION 5251,South Australia,Adelaide
Mount Barker Springs,5251,MOUNT BARKER SPRINGS 5251,South Australia,Adelaide
Mount Barker Summit,5251,MOUNT BARKER SUMMIT 5251,South Australia,Adelaide
Hay Valley,5252,HAY VALLEY 5252,South Australia,Adelaide
Nairne,5252,NAIRNE 5252,South Australia,Adelaide
Rosedale,5350,ROSEDALE 5350,South Australia,Adelaide
Sandy Creek,5350,SANDY CREEK 5350,South Australia,Adelaide
Altona,5351,ALTONA 5351,South Australia,Adelaide
Cockatoo Valley,5351,COCKATOO VALLEY 5351,South Australia,Adelaide
Lyndoch,5351,LYNDOCH 5351,South Australia,Adelaide
Williamstown,5351,WILLIAMSTOWN 5351,South Australia,Adelaide
Bethany,5352,BETHANY 5352,South Australia,Adelaide
Gomersal,5352,GOMERSAL 5352,South Australia,Adelaide
Krondorf,5352,KRONDORF 5352,South Australia,Adelaide
Rowland Flat,5352,ROWLAND FLAT 5352,South Australia,Adelaide
Stone Well,5352,STONE WELL 5352,South Australia,Adelaide
Tanunda,5352,TANUNDA 5352,South Australia,Adelaide
Vine Vale,5352,VINE VALE 5352,South Australia,Adelaide
Angaston,5353,ANGASTON 5353,South Australia,Adelaide
Marananga,5355,MARANANGA 5355,South Australia,Adelaide
Nuriootpa,5355,NURIOOTPA 5355,South Australia,Adelaide
Seppeltsfield,5355,SEPPELTSFIELD 5355,South Australia,Adelaide
Stockwell,5355,STOCKWELL 5355,South Australia,Adelaide
Greenock,5360,GREENOCK 5360,South Australia,Adelaide
Roseworthy,5371,ROSEWORTHY 5371,South Australia,Adelaide
Shea-Oak Log,5371,SHEA-OAK LOG 5371,South Australia,Adelaide
City Delivery Centre,6000,CITY DELIVERY CENTRE 6000,Western Australia,Perth
Perth,6000,PERTH 6000,Western Australia,Perth
Perth GPO,6000,PERTH GPO 6000,Western Australia,Perth
Perth,6001,PERTH 6001,Western Australia,Perth
Highgate,6003,HIGHGATE 6003,Western Australia,Perth
Northbridge,6003,NORTHBRIDGE 6003,Western Australia,Perth
East Perth,6004,EAST PERTH 6004,Western Australia,Perth
Kings Park,6005,KINGS PARK 6005,Western Australia,Perth
West Perth,6005,WEST PERTH 6005,Western Australia,Perth
North Perth,6006,NORTH PERTH 6006,Western Australia,Perth
Leederville,6007,LEEDERVILLE 6007,Western Australia,Perth
West Leederville,6007,WEST LEEDERVILLE 6007,Western Australia,Perth
Daglish,6008,DAGLISH 6008,Western Australia,Perth
Shenton Park,6008,SHENTON PARK 6008,Western Australia,Perth
Subiaco,6008,SUBIACO 6008,Western Australia,Perth
Subiaco East,6008,SUBIACO EAST 6008,Western Australia,Perth
Broadway Nedlands,6009,BROADWAY NEDLANDS 6009,Western Australia,Perth
Crawley,6009,CRAWLEY 6009,Western Australia,Perth
Dalkeith,6009,DALKEITH 6009,Western Australia,Perth
Nedlands,6009,NEDLANDS 6009,Western Australia,Perth
Nedlands DC,6009,NEDLANDS DC 6009,Western Australia,Perth
Claremont,6010,CLAREMONT 6010,Western Australia,Perth
Claremont North,6010,CLAREMONT NORTH 6010,Western Australia,Perth
Karrakatta,6010,KARRAKATTA 6010,Western Australia,Perth
Mount Claremont,6010,MOUNT CLAREMONT 6010,Western Australia,Perth
Swanbourne,6010,SWANBOURNE 6010,Western Australia,Perth
Cottesloe,6011,COTTESLOE 6011,Western Australia,Perth
Peppermint Grove,6011,PEPPERMINT GROVE 6011,Western Australia,Perth
Mosman Park,6012,MOSMAN PARK 6012,Western Australia,Perth
Floreat,6014,FLOREAT 6014,Western Australia,Perth
Jolimont,6014,JOLIMONT 6014,Western Australia,Perth
Wembley,6014,WEMBLEY 6014,Western Australia,Perth
City Beach,6015,CITY BEACH 6015,Western Australia,Perth
Glendalough,6016,GLENDALOUGH 6016,Western Australia,Perth
Mount Hawthorn,6016,MOUNT HAWTHORN 6016,Western Australia,Perth
Herdsman,6017,HERDSMAN 6017,Western Australia,Perth
Osborne Park,6017,OSBORNE PARK 6017,Western Australia,Perth
Osborne Park DC,6017,OSBORNE PARK DC 6017,Western Australia,Perth
Churchlands,6018,CHURCHLANDS 6018,Western Australia,Perth
Doubleview,6018,DOUBLEVIEW 6018,Western Australia,Perth
Gwelup,6018,GWELUP 6018,Western Australia,Perth
Gwelup DC,6018,GWELUP DC 6018,Western Australia,Perth
Innaloo,6018,INNALOO 6018,Western Australia,Perth
Karrinyup,6018,KARRINYUP 6018,Western Australia,Perth
Woodlands,6018,WOODLANDS 6018,Western Australia,Perth
Scarborough,6019,SCARBOROUGH 6019,Western Australia,Perth
Wembley Downs,6019,WEMBLEY DOWNS 6019,Western Australia,Perth
Carine,6020,CARINE 6020,Western Australia,Perth
Marmion,6020,MARMION 6020,Western Australia,Perth
North Beach,6020,NORTH BEACH 6020,Western Australia,Perth
Sorrento,6020,SORRENTO 6020,Western Australia,Perth
Watermans Bay,6020,WATERMANS BAY 6020,Western Australia,Perth
Balcatta,6021,BALCATTA 6021,Western Australia,Perth
Stirling,6021,STIRLING 6021,Western Australia,Perth
Hamersley,6022,HAMERSLEY 6022,Western Australia,Perth
Duncraig,6023,DUNCRAIG 6023,Western Australia,Perth
Greenwood,6024,GREENWOOD 6024,Western Australia,Perth
Warwick,6024,WARWICK 6024,Western Australia,Perth
Craigie,6025,CRAIGIE 6025,Western Australia,Perth
Hillarys,6025,HILLARYS 6025,Western Australia,Perth
Kallaroo,6025,KALLAROO 6025,Western Australia,Perth
Padbury,6025,PADBURY 6025,Western Australia,Perth
Kingsley,6026,KINGSLEY 6026,Western Australia,Perth
Woodvale,6026,WOODVALE 6026,Western Australia,Perth
Beldon,6027,BELDON 6027,Western Australia,Perth
Connolly,6027,CONNOLLY 6027,Western Australia,Perth
Edgewater,6027,EDGEWATER 6027,Western Australia,Perth
Heathridge,6027,HEATHRIDGE 6027,Western Australia,Perth
Joondalup,6027,JOONDALUP 6027,Western Australia,Perth
Joondalup DC,6027,JOONDALUP DC 6027,Western Australia,Perth
Mullaloo,6027,MULLALOO 6027,Western Australia,Perth
Ocean Reef,6027,OCEAN REEF 6027,Western Australia,Perth
Burns Beach,6028,BURNS BEACH 6028,Western Australia,Perth
Currambine,6028,CURRAMBINE 6028,Western Australia,Perth
Iluka,6028,ILUKA 6028,Western Australia,Perth
Kinross,6028,KINROSS 6028,Western Australia,Perth
Trigg,6029,TRIGG 6029,Western Australia,Perth
Clarkson,6030,CLARKSON 6030,Western Australia,Perth
Merriwa,6030,MERRIWA 6030,Western Australia,Perth
Mindarie,6030,MINDARIE 6030,Western Australia,Perth
Quinns Rocks,6030,QUINNS ROCKS 6030,Western Australia,Perth
Ridgewood,6030,RIDGEWOOD 6030,Western Australia,Perth
Tamala Park,6030,TAMALA PARK 6030,Western Australia,Perth
Banksia Grove,6031,BANKSIA GROVE 6031,Western Australia,Perth
Carramar,6031,CARRAMAR 6031,Western Australia,Perth
Neerabup,6031,NEERABUP 6031,Western Australia,Perth
Nowergup,6032,NOWERGUP 6032,Western Australia,Perth
Carabooda,6033,CARABOODA 6033,Western Australia,Perth
Eglinton,6034,EGLINTON 6034,Western Australia,Perth
Yanchep,6035,YANCHEP 6035,Western Australia,Perth
Butler,6036,BUTLER 6036,Western Australia,Perth
Jindalee,6036,JINDALEE 6036,Western Australia,Perth
Two Rocks,6037,TWO ROCKS 6037,Western Australia,Perth
Alkimos,6038,ALKIMOS 6038,Western Australia,Perth
Coolbinia,6050,COOLBINIA 6050,Western Australia,Perth
Menora,6050,MENORA 6050,Western Australia,Perth
Mount Lawley,6050,MOUNT LAWLEY 6050,Western Australia,Perth
Maylands,6051,MAYLANDS 6051,Western Australia,Perth
Bedford,6052,BEDFORD 6052,Western Australia,Perth
Inglewood,6052,INGLEWOOD 6052,Western Australia,Perth
Bayswater,6053,BAYSWATER 6053,Western Australia,Perth
Ashfield,6054,ASHFIELD 6054,Western Australia,Perth
Bassendean,6054,BASSENDEAN 6054,Western Australia,Perth
Eden Hill,6054,EDEN HILL 6054,Western Australia,Perth
Kiara,6054,KIARA 6054,Western Australia,Perth
Lockridge,6054,LOCKRIDGE 6054,Western Australia,Perth
Brabham,6055,BRABHAM 6055,Western Australia,Perth
Caversham,6055,CAVERSHAM 6055,Western Australia,Perth
Dayton,6055,DAYTON 6055,Western Australia,Perth
Guildford,6055,GUILDFORD 6055,Western Australia,Perth
Hazelmere,6055,HAZELMERE 6055,Western Australia,Perth
Henley Brook,6055,HENLEY BROOK 6055,Western Australia,Perth
South Guildford,6055,SOUTH GUILDFORD 6055,Western Australia,Perth
West Swan,6055,WEST SWAN 6055,Western Australia,Perth
Baskerville,6056,BASKERVILLE 6056,Western Australia,Perth
Bellevue,6056,BELLEVUE 6056,Western Australia,Perth
Boya,6056,BOYA 6056,Western Australia,Perth
Greenmount,6056,GREENMOUNT 6056,Western Australia,Perth
Helena Valley,6056,HELENA VALLEY 6056,Western Australia,Perth
Herne Hill,6056,HERNE HILL 6056,Western Australia,Perth
Jane Brook,6056,JANE BROOK 6056,Western Australia,Perth
Koongamia,6056,KOONGAMIA 6056,Western Australia,Perth
Middle Swan,6056,MIDDLE SWAN 6056,Western Australia,Perth
Midland,6056,MIDLAND 6056,Western Australia,Perth
Midvale,6056,MIDVALE 6056,Western Australia,Perth
Millendon,6056,MILLENDON 6056,Western Australia,Perth
Red Hill,6056,RED HILL 6056,Western Australia,Perth
Stratton,6056,STRATTON 6056,Western Australia,Perth
Swan View,6056,SWAN VIEW 6056,Western Australia,Perth
Viveash,6056,VIVEASH 6056,Western Australia,Perth
Woodbridge,6056,WOODBRIDGE 6056,Western Australia,Perth
High Wycombe,6057,HIGH WYCOMBE 6057,Western Australia,Perth
Maida Vale,6057,MAIDA VALE 6057,Western Australia,Perth
Forrestfield,6058,FORRESTFIELD 6058,Western Australia,Perth
Dianella,6059,DIANELLA 6059,Western Australia,Perth
Dog Swamp,6060,DOG SWAMP 6060,Western Australia,Perth
Joondanna,6060,JOONDANNA 6060,Western Australia,Perth
Tuart Hill,6060,TUART HILL 6060,Western Australia,Perth
Yokine,6060,YOKINE 6060,Western Australia,Perth
Yokine South,6060,YOKINE SOUTH 6060,Western Australia,Perth
Balga,6061,BALGA 6061,Western Australia,Perth
Mirrabooka,6061,MIRRABOOKA 6061,Western Australia,Perth
Nollamara,6061,NOLLAMARA 6061,Western Australia,Perth
Westminster,6061,WESTMINSTER 6061,Western Australia,Perth
Embleton,6062,EMBLETON 6062,Western Australia,Perth
Morley,6062,MORLEY 6062,Western Australia,Perth
Noranda,6062,NORANDA 6062,Western Australia,Perth
Beechboro,6063,BEECHBORO 6063,Western Australia,Perth
Bennett Springs,6063,BENNETT SPRINGS 6063,Western Australia,Perth
Alexander Heights,6064,ALEXANDER HEIGHTS 6064,Western Australia,Perth
Girrawheen,6064,GIRRAWHEEN 6064,Western Australia,Perth
Koondoola,6064,KOONDOOLA 6064,Western Australia,Perth
Marangaroo,6064,MARANGAROO 6064,Western Australia,Perth
Ashby,6065,ASHBY 6065,Western Australia,Perth
Darch,6065,DARCH 6065,Western Australia,Perth
Hocking,6065,HOCKING 6065,Western Australia,Perth
Kingsway,6065,KINGSWAY 6065,Western Australia,Perth
Landsdale,6065,LANDSDALE 6065,Western Australia,Perth
Madeley,6065,MADELEY 6065,Western Australia,Perth
Melaleuca,6065,MELALEUCA 6065,Western Australia,Perth
Pearsall,6065,PEARSALL 6065,Western Australia,Perth
Pinjar,6065,PINJAR 6065,Western Australia,Perth
Sinagra,6065,SINAGRA 6065,Western Australia,Perth
Tapping,6065,TAPPING 6065,Western Australia,Perth
Wangara,6065,WANGARA 6065,Western Australia,Perth
Wangara DC,6065,WANGARA DC 6065,Western Australia,Perth
Wanneroo,6065,WANNEROO 6065,Western Australia,Perth
Ballajura,6066,BALLAJURA 6066,Western Australia,Perth
Cullacabardee,6067,CULLACABARDEE 6067,Western Australia,Perth
Whiteman,6068,WHITEMAN 6068,Western Australia,Perth
Aveley,6069,AVELEY 6069,Western Australia,Perth
Belhus,6069,BELHUS 6069,Western Australia,Perth
Brigadoon,6069,BRIGADOON 6069,Western Australia,Perth
Ellenbrook,6069,ELLENBROOK 6069,Western Australia,Perth
The Vines,6069,THE VINES 6069,Western Australia,Perth
Upper Swan,6069,UPPER SWAN 6069,Western Australia,Perth
