suburb,postcode,suburb_postcode,state_long,zone
Martindale,2328,MARTINDALE 2328,New South Wales,Remote
Widden,2328,WIDDEN 2328,New South Wales,Remote
Yarrawa,2328,YARRAWA 2328,New South Wales,Remote
Borambil,2329,BORAMBIL 2329,New South Wales,Remote
Cassilis,2329,CASSILIS 2329,New South Wales,Remote
Merriwa,2329,MERRIWA 2329,New South Wales,Remote
Uarbry,2329,UARBRY 2329,New South Wales,Remote
Appletree Flat,2330,APPLETREE FLAT 2330,New South Wales,Remote
Big Ridge,2330,BIG RIDGE 2330,New South Wales,Remote
Big Yengo,2330,BIG YENGO 2330,New South Wales,Remote
Bowmans Creek,2330,BOWMANS CREEK 2330,New South Wales,Remote
Bridgman,2330,BRIDGMAN 2330,New South Wales,Remote
Bulga,2330,BULGA 2330,New South Wales,Remote
Camberwell,2330,CAMBERWELL 2330,New South Wales,Remote
Carrowbrook,2330,CARROWBROOK 2330,New South Wales,Remote
Clydesdale,2330,CLYDESDALE 2330,New South Wales,Remote
Combo,2330,COMBO 2330,New South Wales,Remote
Darlington,2330,DARLINGTON 2330,New South Wales,Remote
Doyles Creek,2330,DOYLES CREEK 2330,New South Wales,Remote
Dural,2330,DURAL 2330,New South Wales,Remote
Dyrring,2330,DYRRING 2330,New South Wales,Remote
Falbrook,2330,FALBROOK 2330,New South Wales,Remote
Fern Gully,2330,FERN GULLY 2330,New South Wales,Remote
Fordwich,2330,FORDWICH 2330,New South Wales,Remote
Garland Valley,2330,GARLAND VALLEY 2330,New South Wales,Remote
Glendon,2330,GLENDON 2330,New South Wales,Remote
Glendon Brook,2330,GLENDON BROOK 2330,New South Wales,Remote
Glenridding,2330,GLENRIDDING 2330,New South Wales,Remote
Goorangoola,2330,GOORANGOOLA 2330,New South Wales,Remote
Gouldsville,2330,GOULDSVILLE 2330,New South Wales,Remote
Gowrie,2330,GOWRIE 2330,New South Wales,Remote
Greenlands,2330,GREENLANDS 2330,New South Wales,Remote
Hebden,2330,HEBDEN 2330,New South Wales,Remote
Howes Valley,2330,HOWES VALLEY 2330,New South Wales,Remote
Howick,2330,HOWICK 2330,New South Wales,Remote
Jerrys Plains,2330,JERRYS PLAINS 2330,New South Wales,Remote
Lemington,2330,LEMINGTON 2330,New South Wales,Remote
Long Point,2330,LONG POINT 2330,New South Wales,Remote
Mcdougalls Hill,2330,MCDOUGALLS HILL 2330,New South Wales,Remote
Middle Falbrook,2330,MIDDLE FALBROOK 2330,New South Wales,Remote
Mirannie,2330,MIRANNIE 2330,New South Wales,Remote
Mitchells Flat,2330,MITCHELLS FLAT 2330,New South Wales,Remote
Mount Olive,2330,MOUNT OLIVE 2330,New South Wales,Remote
Mount Royal,2330,MOUNT ROYAL 2330,New South Wales,Remote
Obanvale,2330,OBANVALE 2330,New South Wales,Remote
Putty,2330,PUTTY 2330,New South Wales,Remote
Reedy Creek,2330,REEDY CREEK 2330,New South Wales,Remote
Rixs Creek,2330,RIXS CREEK 2330,New South Wales,Remote
Roughit,2330,ROUGHIT 2330,New South Wales,Remote
Scotts Flat,2330,SCOTTS FLAT 2330,New South Wales,Remote
Sedgefield,2330,SEDGEFIELD 2330,New South Wales,Remote
St Clair,2330,ST CLAIR 2330,New South Wales,Remote
Wattle Ponds,2330,WATTLE PONDS 2330,New South Wales,Remote
Westbrook,2330,WESTBROOK 2330,New South Wales,Remote
Wollemi,2330,WOLLEMI 2330,New South Wales,Remote
Wylies Flat,2330,WYLIES FLAT 2330,New South Wales,Remote
Singleton Military Area,2331,SINGLETON MILITARY AREA 2331,New South Wales,Remote
Singleton Milpo,2331,SINGLETON MILPO 2331,New South Wales,Remote
Baerami,2333,BAERAMI 2333,New South Wales,Remote
Baerami Creek,2333,BAERAMI CREEK 2333,New South Wales,Remote
Castle Rock,2333,CASTLE ROCK 2333,New South Wales,Remote
Edderton,2333,EDDERTON 2333,New South Wales,Remote
Gungal,2333,GUNGAL 2333,New South Wales,Remote
Kayuga,2333,KAYUGA 2333,New South Wales,Remote
Manobalai,2333,MANOBALAI 2333,New South Wales,Remote
Mccullys Gap,2333,MCCULLYS GAP 2333,New South Wales,Remote
Muscle Creek,2333,MUSCLE CREEK 2333,New South Wales,Remote
Sandy Hollow,2333,SANDY HOLLOW 2333,New South Wales,Remote
Wybong,2333,WYBONG 2333,New South Wales,Remote
Dalwood,2335,DALWOOD 2335,New South Wales,Remote
Elderslie,2335,ELDERSLIE 2335,New South Wales,Remote
Lambs Valley,2335,LAMBS VALLEY 2335,New South Wales,Remote
Leconfield,2335,LECONFIELD 2335,New South Wales,Remote
Stanhope,2335,STANHOPE 2335,New South Wales,Remote
Aberdeen,2336,ABERDEEN 2336,New South Wales,Remote
Dartbrook,2336,DARTBROOK 2336,New South Wales,Remote
Davis Creek,2336,DAVIS CREEK 2336,New South Wales,Remote
Rossgole,2336,ROSSGOLE 2336,New South Wales,Remote
Rouchel,2336,ROUCHEL 2336,New South Wales,Remote
Rouchel Brook,2336,ROUCHEL BROOK 2336,New South Wales,Remote
Upper Dartbrook,2336,UPPER DARTBROOK 2336,New South Wales,Remote
Upper Rouchel,2336,UPPER ROUCHEL 2336,New South Wales,Remote
Belltrees,2337,BELLTREES 2337,New South Wales,Remote
Brawboy,2337,BRAWBOY 2337,New South Wales,Remote
Bunnan,2337,BUNNAN 2337,New South Wales,Remote
Dry Creek,2337,DRY CREEK 2337,New South Wales,Remote
Ellerston,2337,ELLERSTON 2337,New South Wales,Remote
Glenbawn,2337,GLENBAWN 2337,New South Wales,Remote
Glenrock,2337,GLENROCK 2337,New South Wales,Remote
Gundy,2337,GUNDY 2337,New South Wales,Remote
Kars Springs,2337,KARS SPRINGS 2337,New South Wales,Remote
Middle Brook,2337,MIDDLE BROOK 2337,New South Wales,Remote
Moobi,2337,MOOBI 2337,New South Wales,Remote
Moonan Brook,2337,MOONAN BROOK 2337,New South Wales,Remote
Moonan Flat,2337,MOONAN FLAT 2337,New South Wales,Remote
Murulla,2337,MURULLA 2337,New South Wales,Remote
Omadale,2337,OMADALE 2337,New South Wales,Remote
Owens Gap,2337,OWENS GAP 2337,New South Wales,Remote
Pages Creek,2337,PAGES CREEK 2337,New South Wales,Remote
Parkville,2337,PARKVILLE 2337,New South Wales,Remote
Scone,2337,SCONE 2337,New South Wales,Remote
Segenhoe,2337,SEGENHOE 2337,New South Wales,Remote
Stewarts Brook,2337,STEWARTS BROOK 2337,New South Wales,Remote
Tomalla,2337,TOMALLA 2337,New South Wales,Remote
Waverly,2337,WAVERLY 2337,New South Wales,Remote
Wingen,2337,WINGEN 2337,New South Wales,Remote
Woolooma,2337,WOOLOOMA 2337,New South Wales,Remote
Ardglen,2338,ARDGLEN 2338,New South Wales,Remote
Blandford,2338,BLANDFORD 2338,New South Wales,Remote
Crawney,2338,CRAWNEY 2338,New South Wales,Remote
Green Creek,2338,GREEN CREEK 2338,New South Wales,Remote
Murrurundi,2338,MURRURUNDI 2338,New South Wales,Remote
Pages River,2338,PAGES RIVER 2338,New South Wales,Remote
Sandy Creek,2338,SANDY CREEK 2338,New South Wales,Remote
Scotts Creek,2338,SCOTTS CREEK 2338,New South Wales,Remote
Timor,2338,TIMOR 2338,New South Wales,Remote
Big Jacks Creek,2339,BIG JACKS CREEK 2339,New South Wales,Remote
Braefield,2339,BRAEFIELD 2339,New South Wales,Remote
Cattle Creek,2339,CATTLE CREEK 2339,New South Wales,Remote
Chilcotts Creek,2339,CHILCOTTS CREEK 2339,New South Wales,Remote
Little Jacks Creek,2339,LITTLE JACKS CREEK 2339,New South Wales,Remote
Macdonalds Creek,2339,MACDONALDS CREEK 2339,New South Wales,Remote
Parraweena,2339,PARRAWEENA 2339,New South Wales,Remote
Warrah,2339,WARRAH 2339,New South Wales,Remote
Warrah Creek,2339,WARRAH CREEK 2339,New South Wales,Remote
Willow Tree,2339,WILLOW TREE 2339,New South Wales,Remote
Appleby,2340,APPLEBY 2340,New South Wales,Remote
Barry,2340,BARRY 2340,New South Wales,Remote
Bective,2340,BECTIVE 2340,New South Wales,Remote
Bithramere,2340,BITHRAMERE 2340,New South Wales,Remote
Bowling Alley Point,2340,BOWLING ALLEY POINT 2340,New South Wales,Remote
Carroll,2340,CARROLL 2340,New South Wales,Remote
Daruka,2340,DARUKA 2340,New South Wales,Remote
Duncans Creek,2340,DUNCANS CREEK 2340,New South Wales,Remote
Dungowan,2340,DUNGOWAN 2340,New South Wales,Remote
Garoo,2340,GAROO 2340,New South Wales,Remote
Gidley,2340,GIDLEY 2340,New South Wales,Remote
Goonoo Goonoo,2340,GOONOO GOONOO 2340,New South Wales,Remote
Gowrie,2340,GOWRIE 2340,New South Wales,Remote
Hallsville,2340,HALLSVILLE 2340,New South Wales,Remote
Hanging Rock,2340,HANGING ROCK 2340,New South Wales,Remote
Keepit,2340,KEEPIT 2340,New South Wales,Remote
Loomberah,2340,LOOMBERAH 2340,New South Wales,Remote
Moore Creek,2340,MOORE CREEK 2340,New South Wales,Remote
Nemingha,2340,NEMINGHA 2340,New South Wales,Remote
Nundle,2340,NUNDLE 2340,New South Wales,Remote
Ogunbil,2340,OGUNBIL 2340,New South Wales,Remote
Piallamore,2340,PIALLAMORE 2340,New South Wales,Remote
Somerton,2340,SOMERTON 2340,New South Wales,Remote
Timbumburi,2340,TIMBUMBURI 2340,New South Wales,Remote
Warral,2340,WARRAL 2340,New South Wales,Remote
Weabonga,2340,WEABONGA 2340,New South Wales,Remote
Woolomin,2340,WOOLOMIN 2340,New South Wales,Remote
Werris Creek,2341,WERRIS CREEK 2341,New South Wales,Remote
Currabubula,2342,CURRABUBULA 2342,New South Wales,Remote
Piallaway,2342,PIALLAWAY 2342,New South Wales,Remote
Blackville,2343,BLACKVILLE 2343,New South Wales,Remote
Borambil,2343,BORAMBIL 2343,New South Wales,Remote
Bundella,2343,BUNDELLA 2343,New South Wales,Remote
Caroona,2343,CAROONA 2343,New South Wales,Remote
Colly Blue,2343,COLLY BLUE 2343,New South Wales,Remote
Coomoo Coomoo,2343,COOMOO COOMOO 2343,New South Wales,Remote
Pine Ridge,2343,PINE RIDGE 2343,New South Wales,Remote
Quipolly,2343,QUIPOLLY 2343,New South Wales,Remote
Quirindi,2343,QUIRINDI 2343,New South Wales,Remote
Spring Ridge,2343,SPRING RIDGE 2343,New South Wales,Remote
Wallabadah,2343,WALLABADAH 2343,New South Wales,Remote
Warrah Ridge,2343,WARRAH RIDGE 2343,New South Wales,Remote
Windy,2343,WINDY 2343,New South Wales,Remote
Yannergee,2343,YANNERGEE 2343,New South Wales,Remote
Yarraman,2343,YARRAMAN 2343,New South Wales,Remote
Duri,2344,DURI 2344,New South Wales,Remote
Winton,2344,WINTON 2344,New South Wales,Remote
Attunga,2345,ATTUNGA 2345,New South Wales,Remote
Garthowen,2345,GARTHOWEN 2345,New South Wales,Remote
Borah Creek,2346,BORAH CREEK 2346,New South Wales,Remote
Halls Creek,2346,HALLS CREEK 2346,New South Wales,Remote
Klori,2346,KLORI 2346,New South Wales,Remote
Manilla,2346,MANILLA 2346,New South Wales,Remote
Namoi River,2346,NAMOI RIVER 2346,New South Wales,Remote
New Mexico,2346,NEW MEXICO 2346,New South Wales,Remote
Rushes Creek,2346,RUSHES CREEK 2346,New South Wales,Remote
Upper Manilla,2346,UPPER MANILLA 2346,New South Wales,Remote
Warrabah,2346,WARRABAH 2346,New South Wales,Remote
Wimborne,2346,WIMBORNE 2346,New South Wales,Remote
Wongo Creek,2346,WONGO CREEK 2346,New South Wales,Remote
Banoon,2347,BANOON 2347,New South Wales,Remote
Barraba,2347,BARRABA 2347,New South Wales,Remote
Cobbadah,2347,COBBADAH 2347,New South Wales,Remote
Gulf Creek,2347,GULF CREEK 2347,New South Wales,Remote
Gundamulda,2347,GUNDAMULDA 2347,New South Wales,Remote
Ironbark,2347,IRONBARK 2347,New South Wales,Remote
Lindesay,2347,LINDESAY 2347,New South Wales,Remote
Longarm,2347,LONGARM 2347,New South Wales,Remote
Mayvale,2347,MAYVALE 2347,New South Wales,Remote
Red Hill,2347,RED HILL 2347,New South Wales,Remote
Thirldene,2347,THIRLDENE 2347,New South Wales,Remote
Upper Horton,2347,UPPER HORTON 2347,New South Wales,Remote
Woodsreef,2347,WOODSREEF 2347,New South Wales,Remote
Aberfoyle,2350,ABERFOYLE 2350,New South Wales,Remote
Abington,2350,ABINGTON 2350,New South Wales,Remote
Argyle,2350,ARGYLE 2350,New South Wales,Remote
Boorolong,2350,BOOROLONG 2350,New South Wales,Remote
Castle Doyle,2350,CASTLE DOYLE 2350,New South Wales,Remote
Dangarsleigh,2350,DANGARSLEIGH 2350,New South Wales,Remote
Donald Creek,2350,DONALD CREEK 2350,New South Wales,Remote
Dumaresq,2350,DUMARESQ 2350,New South Wales,Remote
Duval,2350,DUVAL 2350,New South Wales,Remote
Enmore,2350,ENMORE 2350,New South Wales,Remote
Hillgrove,2350,HILLGROVE 2350,New South Wales,Remote
Invergowrie,2350,INVERGOWRIE 2350,New South Wales,Remote
Jeogla,2350,JEOGLA 2350,New South Wales,Remote
Kellys Plains,2350,KELLYS PLAINS 2350,New South Wales,Remote
Lyndhurst,2350,LYNDHURST 2350,New South Wales,Remote
Puddledock,2350,PUDDLEDOCK 2350,New South Wales,Remote
Saumarez,2350,SAUMAREZ 2350,New South Wales,Remote
Saumarez Ponds,2350,SAUMAREZ PONDS 2350,New South Wales,Remote
Thalgarrah,2350,THALGARRAH 2350,New South Wales,Remote
Tilbuster,2350,TILBUSTER 2350,New South Wales,Remote
Wards Mistake,2350,WARDS MISTAKE 2350,New South Wales,Remote
Wollomombi,2350,WOLLOMOMBI 2350,New South Wales,Remote
Wongwibinda,2350,WONGWIBINDA 2350,New South Wales,Remote
University Of New England,2351,UNIVERSITY OF NEW ENGLAND 2351,New South Wales,Remote
Kootingal,2352,KOOTINGAL 2352,New South Wales,Remote
Limbri,2352,LIMBRI 2352,New South Wales,Remote
Mulla Creek,2352,MULLA CREEK 2352,New South Wales,Remote
Tintinhull,2352,TINTINHULL 2352,New South Wales,Remote
Moonbi,2353,MOONBI 2353,New South Wales,Remote
Kentucky,2354,KENTUCKY 2354,New South Wales,Remote
Kentucky South,2354,KENTUCKY SOUTH 2354,New South Wales,Remote
Niangala,2354,NIANGALA 2354,New South Wales,Remote
Nowendoc,2354,NOWENDOC 2354,New South Wales,Remote
Walcha,2354,WALCHA 2354,New South Wales,Remote
Walcha Road,2354,WALCHA ROAD 2354,New South Wales,Remote
Wollun,2354,WOLLUN 2354,New South Wales,Remote
Woolbrook,2354,WOOLBROOK 2354,New South Wales,Remote
Yarrowitch,2354,YARROWITCH 2354,New South Wales,Remote
Bendemeer,2355,BENDEMEER 2355,New South Wales,Remote
Retreat,2355,RETREAT 2355,New South Wales,Remote
Watsons Creek,2355,WATSONS CREEK 2355,New South Wales,Remote
Gwabegar,2356,GWABEGAR 2356,New South Wales,Remote
Bomera,2357,BOMERA 2357,New South Wales,Remote
Box Ridge,2357,BOX RIDGE 2357,New South Wales,Remote
Bugaldie,2357,BUGALDIE 2357,New South Wales,Remote
Coonabarabran,2357,COONABARABRAN 2357,New South Wales,Remote
Dandry,2357,DANDRY 2357,New South Wales,Remote
Gowang,2357,GOWANG 2357,New South Wales,Remote
Purlewaugh,2357,PURLEWAUGH 2357,New South Wales,Remote
Rocky Glen,2357,ROCKY GLEN 2357,New South Wales,Remote
Tannabar,2357,TANNABAR 2357,New South Wales,Remote
Ulamambri,2357,ULAMAMBRI 2357,New South Wales,Remote
Wattle Springs,2357,WATTLE SPRINGS 2357,New South Wales,Remote
Arding,2358,ARDING 2358,New South Wales,Remote
Balala,2358,BALALA 2358,New South Wales,Remote
Enmore,2358,ENMORE 2358,New South Wales,Remote
Gostwyck,2358,GOSTWYCK 2358,New South Wales,Remote
Kingstown,2358,KINGSTOWN 2358,New South Wales,Remote
Mihi,2358,MIHI 2358,New South Wales,Remote
Rocky River,2358,ROCKY RIVER 2358,New South Wales,Remote
Salisbury Plains,2358,SALISBURY PLAINS 2358,New South Wales,Remote
Torryburn,2358,TORRYBURN 2358,New South Wales,Remote
Uralla,2358,URALLA 2358,New South Wales,Remote
Yarrowyck,2358,YARROWYCK 2358,New South Wales,Remote
Aberdeen,2359,ABERDEEN 2359,New South Wales,Remote
Bakers Creek,2359,BAKERS CREEK 2359,New South Wales,Remote
Bundarra,2359,BUNDARRA 2359,New South Wales,Remote
Camerons Creek,2359,CAMERONS CREEK 2359,New South Wales,Remote
Auburn Vale,2360,AUBURN VALE 2360,New South Wales,Remote
Brodies Plains,2360,BRODIES PLAINS 2360,New South Wales,Remote
Bukkulla,2360,BUKKULLA 2360,New South Wales,Remote
Cherry Tree Hill,2360,CHERRY TREE HILL 2360,New South Wales,Remote
Copeton,2360,COPETON 2360,New South Wales,Remote
Elsmore,2360,ELSMORE 2360,New South Wales,Remote
Gilgai,2360,GILGAI 2360,New South Wales,Remote
Graman,2360,GRAMAN 2360,New South Wales,Remote
Gum Flat,2360,GUM FLAT 2360,New South Wales,Remote
Howell,2360,HOWELL 2360,New South Wales,Remote
Kings Plains,2360,KINGS PLAINS 2360,New South Wales,Remote
Little Plain,2360,LITTLE PLAIN 2360,New South Wales,Remote
Long Plain,2360,LONG PLAIN 2360,New South Wales,Remote
Mount Russell,2360,MOUNT RUSSELL 2360,New South Wales,Remote
Newstead,2360,NEWSTEAD 2360,New South Wales,Remote
Nullamanna,2360,NULLAMANNA 2360,New South Wales,Remote
Oakwood,2360,OAKWOOD 2360,New South Wales,Remote
Paradise,2360,PARADISE 2360,New South Wales,Remote
Rob Roy,2360,ROB ROY 2360,New South Wales,Remote
Sapphire,2360,SAPPHIRE 2360,New South Wales,Remote
Spring Mountain,2360,SPRING MOUNTAIN 2360,New South Wales,Remote
Stanborough,2360,STANBOROUGH 2360,New South Wales,Remote
Swanbrook,2360,SWANBROOK 2360,New South Wales,Remote
Wallangra,2360,WALLANGRA 2360,New South Wales,Remote
Wandera,2360,WANDERA 2360,New South Wales,Remote
Woodstock,2360,WOODSTOCK 2360,New South Wales,Remote
Ashford,2361,ASHFORD 2361,New South Wales,Remote
Atholwood,2361,ATHOLWOOD 2361,New South Wales,Remote
Bonshaw,2361,BONSHAW 2361,New South Wales,Remote
Limestone,2361,LIMESTONE 2361,New South Wales,Remote
Pindaroi,2361,PINDAROI 2361,New South Wales,Remote
Backwater,2365,BACKWATER 2365,New South Wales,Remote
Bald Blair,2365,BALD BLAIR 2365,New South Wales,Remote
Baldersleigh,2365,BALDERSLEIGH 2365,New South Wales,Remote
Bassendean,2365,BASSENDEAN 2365,New South Wales,Remote
Ben Lomond,2365,BEN LOMOND 2365,New South Wales,Remote
Black Mountain,2365,BLACK MOUNTAIN 2365,New South Wales,Remote
Briarbrook,2365,BRIARBROOK 2365,New South Wales,Remote
Brockley,2365,BROCKLEY 2365,New South Wales,Remote
Brushy Creek,2365,BRUSHY CREEK 2365,New South Wales,Remote
Falconer,2365,FALCONER 2365,New South Wales,Remote
Georges Creek,2365,GEORGES CREEK 2365,New South Wales,Remote
Glencoe,2365,GLENCOE 2365,New South Wales,Remote
Glen Nevis,2365,GLEN NEVIS 2365,New South Wales,Remote
Green Hills,2365,GREEN HILLS 2365,New South Wales,Remote
Guyra,2365,GUYRA 2365,New South Wales,Remote
Llangothlin,2365,LLANGOTHLIN 2365,New South Wales,Remote
Maybole,2365,MAYBOLE 2365,New South Wales,Remote
Mount Mitchell,2365,MOUNT MITCHELL 2365,New South Wales,Remote
New Valley,2365,NEW VALLEY 2365,New South Wales,Remote
Oban,2365,OBAN 2365,New South Wales,Remote
South Guyra,2365,SOUTH GUYRA 2365,New South Wales,Remote
Tenterden,2365,TENTERDEN 2365,New South Wales,Remote
The Basin,2365,THE BASIN 2365,New South Wales,Remote
The Gulf,2365,THE GULF 2365,New South Wales,Remote
Tubbamurra,2365,TUBBAMURRA 2365,New South Wales,Remote
Wandsworth,2365,WANDSWORTH 2365,New South Wales,Remote
Old Mill,2369,OLD MILL 2369,New South Wales,Remote
Stannifer,2369,STANNIFER 2369,New South Wales,Remote
Tingha,2369,TINGHA 2369,New South Wales,Remote
Bald Nob,2370,BALD NOB 2370,New South Wales,Remote
Diehard,2370,DIEHARD 2370,New South Wales,Remote
Dundee,2370,DUNDEE 2370,New South Wales,Remote
Furracabad,2370,FURRACABAD 2370,New South Wales,Remote
Gibraltar Range,2370,GIBRALTAR RANGE 2370,New South Wales,Remote
Glen Elgin,2370,GLEN ELGIN 2370,New South Wales,Remote
Kingsgate,2370,KINGSGATE 2370,New South Wales,Remote
Kingsland,2370,KINGSLAND 2370,New South Wales,Remote
Kookabookra,2370,KOOKABOOKRA 2370,New South Wales,Remote
Lambs Valley,2370,LAMBS VALLEY 2370,New South Wales,Remote
Matheson,2370,MATHESON 2370,New South Wales,Remote
Moggs Swamp,2370,MOGGS SWAMP 2370,New South Wales,Remote
Moogem,2370,MOOGEM 2370,New South Wales,Remote
Morven,2370,MORVEN 2370,New South Wales,Remote
Newton Boyd,2370,NEWTON BOYD 2370,New South Wales,Remote
Pinkett,2370,PINKETT 2370,New South Wales,Remote
Rangers Valley,2370,RANGERS VALLEY 2370,New South Wales,Remote
Reddestone,2370,REDDESTONE 2370,New South Wales,Remote
Red Range,2370,RED RANGE 2370,New South Wales,Remote
Shannon Vale,2370,SHANNON VALE 2370,New South Wales,Remote
Stonehenge,2370,STONEHENGE 2370,New South Wales,Remote
Swan Vale,2370,SWAN VALE 2370,New South Wales,Remote
Wellingrove,2370,WELLINGROVE 2370,New South Wales,Remote
Yarrowford,2370,YARROWFORD 2370,New South Wales,Remote
Capoompeta,2371,CAPOOMPETA 2371,New South Wales,Remote
Deepwater,2371,DEEPWATER 2371,New South Wales,Remote
Emmaville,2371,EMMAVILLE 2371,New South Wales,Remote
Rocky Creek,2371,ROCKY CREEK 2371,New South Wales,Remote
Stannum,2371,STANNUM 2371,New South Wales,Remote
Torrington,2371,TORRINGTON 2371,New South Wales,Remote
Wellington Vale,2371,WELLINGTON VALE 2371,New South Wales,Remote
Yellow Dam,2371,YELLOW DAM 2371,New South Wales,Remote
Back Creek,2372,BACK CREEK 2372,New South Wales,Remote
Black Swamp,2372,BLACK SWAMP 2372,New South Wales,Remote
Bolivia,2372,BOLIVIA 2372,New South Wales,Remote
Bookookoorara,2372,BOOKOOKOORARA 2372,New South Wales,Remote
Boonoo Boonoo,2372,BOONOO BOONOO 2372,New South Wales,Remote
Boorook,2372,BOOROOK 2372,New South Wales,Remote
